"Source","Target","Weight"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_175_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_175_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_175_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_176_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_176_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_176_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_176_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_176_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_177_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_177_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_177_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_177_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_177_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_178_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_178_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_178_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_178_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_178_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_179_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_179_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_179_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_179_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_179_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_180_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_180_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_180_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_180_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_180_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_181_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_181_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_181_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_181_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_181_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_182_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_182_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_182_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_182_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_182_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_.Definition","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_.Definition._BrLeft_1_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_.Definition","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_.Definition._BrLeft_2_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_183_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_184_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_184_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_184_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_184_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_184_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_185_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_185_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_185_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_185_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_185_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_186_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_186_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_186_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_186_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_186_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_187_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_187_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_187_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_187_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_187_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_188_BrRight_.Term","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_.Definition","1.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_188_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_188_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_188_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_188_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_188_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_189_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_189_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_189_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_189_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_189_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_190_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_190_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_190_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_190_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_190_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_191_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_191_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_191_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_191_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_191_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_192_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_192_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_192_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_192_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_192_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_193_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_193_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_193_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_193_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_193_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_194_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_194_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_194_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_194_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_194_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_195_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_195_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_195_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_195_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_195_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_196_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_196_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_196_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_196_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_196_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_197_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_197_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_197_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_197_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_197_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_198_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_198_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_198_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_198_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_198_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_199_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_199_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_199_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_199_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_199_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_200_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_200_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_200_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_200_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_200_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_201_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_201_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_201_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_201_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_201_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_202_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_202_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_202_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_202_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_202_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_203_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_203_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_203_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_203_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_203_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_204_BrRight_.Term","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_.Definition","1.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_204_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_204_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_204_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_204_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_204_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_205_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_205_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_205_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_205_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_205_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_206_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_206_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_206_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_206_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_206_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_207_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_207_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_207_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_207_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_207_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_208_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_208_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_208_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_208_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_208_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_209_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_209_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_209_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_209_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_209_BrRight_","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_210_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_210_BrRight_.Term","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_210_BrRight_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_210_BrRight_.Definition","3.0"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_210_BrRight_","3.0"
